,sentiment,Open,High,Low,Close,Volume
2021-10-18,0.5601989962436534,61548.8046875,62614.66015625,60012.7578125,62026.078125,38055562075
2021-10-19,0.5559617072343827,62043.1640625,64434.53515625,61622.93359375,64261.9921875,40471196346
2021-10-20,0.6078769672502038,64284.5859375,66930.390625,63610.67578125,65992.8359375,40788955582
2021-10-21,0.4638342023701281,66002.234375,66600.546875,62117.41015625,62210.171875,45908121370
2021-10-22,0.3033787557918034,62237.890625,63715.0234375,60122.796875,60692.265625,38434082775
2021-10-23,0.3792337834835052,60694.62890625,61743.87890625,59826.5234375,61393.6171875,26882546034
2021-10-24,0.4688814602792263,61368.34375,61505.8046875,59643.34375,60930.8359375,27316183882
2021-10-25,0.5559980121423613,60893.92578125,63729.32421875,60691.80078125,63039.82421875,31064911614
2021-10-26,0.4984581653434451,63032.76171875,63229.02734375,59991.16015625,60363.79296875,34878965587
2021-10-27,0.08991352528333664,60352.0,61435.18359375,58208.1875,58482.38671875,43657076893
2021-10-28,0.3467105517659006,58470.73046875,62128.6328125,58206.91796875,60622.13671875,45257083247
2021-10-29,0.5446654400046991,60624.87109375,62927.609375,60329.96484375,62227.96484375,36856881767
2021-10-30,0.4233887321673907,62239.36328125,62330.14453125,60918.38671875,61888.83203125,32157938616
2021-10-31,0.5322812795639038,61850.48828125,62406.171875,60074.328125,61318.95703125,32241199927
2021-11-01,0.4818579821099698,61320.44921875,62419.00390625,59695.18359375,61004.40625,36150572843
2021-11-02,0.5240269748421459,60963.25390625,64242.79296875,60673.0546875,63226.40234375,37746665647
2021-11-03,0.4520617069736604,63254.3359375,63516.9375,61184.23828125,62970.046875,36124731509
2021-11-04,0.42195367889526564,62941.8046875,63123.2890625,60799.6640625,61452.23046875,32615846901
2021-11-05,0.5515314421870492,61460.078125,62541.46875,60844.609375,61125.67578125,30605102446
2021-11-06,0.2355179888010025,61068.875,61590.68359375,60163.78125,61527.48046875,29094934221
2021-11-07,0.46389233507215977,61554.921875,63326.98828125,61432.48828125,63326.98828125,24726754302
2021-11-08,0.6011955866759474,63344.06640625,67673.7421875,63344.06640625,67566.828125,41125608330
2021-11-09,0.6555233692957295,67549.734375,68530.3359375,66382.0625,66971.828125,42357991721
2021-11-10,0.4958192887513534,66953.3359375,68789.625,63208.11328125,64995.23046875,48730828378
2021-11-11,0.22705719384707904,64978.890625,65579.015625,64180.48828125,64949.9609375,35880633236
2021-11-12,0.32451003084057256,64863.98046875,65460.81640625,62333.9140625,64155.94140625,36084893887
2021-11-13,0.034810674317339634,64158.12109375,64915.67578125,63303.734375,64469.52734375,30474228777
2021-11-14,0.6725544780492783,64455.37109375,65495.1796875,63647.80859375,65466.83984375,25122092191
2021-11-15,0.4722423666510089,65521.2890625,66281.5703125,63548.14453125,63557.87109375,30558763548
2021-11-16,0.10003790324717238,63721.1953125,63721.1953125,59016.3359375,60161.24609375,46844335592
2021-11-17,0.20234622339625935,60139.62109375,60823.609375,58515.41015625,60368.01171875,39178392930
2021-11-18,0.18804828338325025,60360.13671875,60948.5,56550.79296875,56942.13671875,41388338699
2021-11-19,-0.004131642671731802,56896.12890625,58351.11328125,55705.1796875,58119.578125,38702407772
2021-11-20,0.43826122768223286,58115.08203125,59859.87890625,57469.7265625,59697.1953125,30624264863
2021-11-21,0.494913040023101,59730.5078125,60004.42578125,58618.9296875,58730.4765625,26123447605
2021-11-22,0.22462968510317516,58706.84765625,59266.359375,55679.83984375,56289.2890625,35036121783
2021-11-23,0.13370638972596277,56304.5546875,57875.515625,55632.76171875,57569.07421875,37485803899
2021-11-24,0.2641327961612104,57565.8515625,57803.06640625,55964.22265625,56280.42578125,36635566789
2021-11-25,0.21963824446384722,57165.41796875,59367.96875,57146.68359375,57274.6796875,34284016248
2021-11-26,-0.05812117371006288,58960.28515625,59183.48046875,53569.765625,53569.765625,41810748221
2021-11-27,-0.13033906755776242,53736.4296875,55329.2578125,53668.35546875,54815.078125,30560857714
2021-11-28,0.09632353271756854,54813.0234375,57393.84375,53576.734375,57248.45703125,28116886357
2021-11-29,0.5534356328157278,57291.90625,58872.87890625,56792.52734375,57806.56640625,32370840356
2021-11-30,0.4303330791668153,57830.11328125,59113.40234375,56057.28125,57005.42578125,36708594618
2021-12-01,0.28444480237572695,56907.96484375,59041.68359375,56553.08203125,57229.828125,36858195307
2021-12-02,0.18563086096244522,57217.37109375,57349.234375,55895.1328125,56477.81640625,32379968686
2021-12-03,0.20776551961898804,56509.1640625,57482.16796875,52496.5859375,53598.24609375,39789134215
2021-12-04,-0.35983327435234846,53727.87890625,53904.6796875,42874.6171875,49200.703125,61385677469
2021-12-05,0.13180410391406008,49201.51953125,49768.1484375,47857.49609375,49368.84765625,37198201161
2021-12-06,-0.017093866336636426,49413.48046875,50929.51953125,47281.03515625,50582.625,37707308001
2021-12-07,0.4383021593093872,50581.828125,51934.78125,50175.80859375,50700.0859375,33676814852
2021-12-08,0.11461128881483366,50667.6484375,51171.375,48765.98828125,50504.796875,28479699446
2021-12-09,0.2881075875914615,50450.08203125,50797.1640625,47358.3515625,47672.12109375,29603577251
2021-12-10,0.1700611451969427,47642.14453125,50015.25390625,47023.69921875,47243.3046875,30966005122
2021-12-11,0.1788592863650549,47264.6328125,49458.2109375,46942.34765625,49362.5078125,25775869261
2021-12-12,0.27939598963541146,49354.85546875,50724.8671875,48725.8515625,50098.3359375,21939223599
2021-12-13,0.3264324385386247,50114.7421875,50205.0,45894.84765625,46737.48046875,32166727776
2021-12-14,0.2494138111360371,46709.82421875,48431.3984375,46424.49609375,46612.6328125,34638619079
2021-12-15,0.38140220443407696,48379.75390625,49473.95703125,46671.96484375,48896.72265625,36541828520
2021-12-16,0.3439591993247309,48900.46484375,49425.57421875,47529.87890625,47665.42578125,27268150947
2021-12-17,0.23491244173761625,47653.73046875,48004.89453125,45618.21484375,46202.14453125,32902725329
2021-12-18,0.1286827010266921,46219.25390625,47313.828125,45598.44140625,46848.77734375,26098292690
2021-12-19,0.3108388165632884,46853.8671875,48089.6640625,46502.953125,46707.015625,25154053861
2021-12-20,-0.01079452332155204,46707.0625,47401.71875,45579.80859375,46880.27734375,30961902129
2021-12-21,0.3849848566516753,46886.078125,49300.91796875,46698.7734375,48936.61328125,27055803928
2021-12-22,0.32670968729005734,48937.09765625,49544.796875,48450.94140625,48628.51171875,24447979559
2021-12-23,0.37486034163406917,48626.34375,51332.33984375,48065.8359375,50784.5390625,28223878108
2021-12-24,0.4015990634416712,50806.05078125,51814.02734375,50514.49609375,50822.1953125,24367912228
2021-12-25,0.1508178961277008,50854.91796875,51176.59765625,50236.70703125,50429.859375,19030650914
2021-12-26,0.4306292235851288,50428.69140625,51196.37890625,49623.10546875,50809.515625,20964372926
2021-12-27,0.5205002755954348,50802.609375,51956.328125,50499.46875,50640.41796875,24324345758
2021-12-28,-0.10560407290856043,50679.859375,50679.859375,47414.2109375,47588.85546875,33430376883
2021-12-29,0.08427132259715688,47623.87109375,48119.7421875,46201.49609375,46444.7109375,30049226299
2021-12-30,0.2778279642823716,46490.60546875,47879.96484375,46060.3125,47178.125,26686491018
2021-12-31,0.4052793356505307,47169.37109375,48472.52734375,45819.953125,46306.4453125,36974172400
2022-02-01,0.3464694677880316,38481.765625,39115.1328125,38113.6640625,38743.2734375,20288500328
2022-02-02,0.19095598863459182,38743.71484375,38834.6171875,36832.73046875,36952.984375,19155189416
2022-02-03,0.13813288124759546,36944.8046875,37154.6015625,36375.5390625,37154.6015625,18591534769
2022-02-04,0.36493045609930286,37149.265625,41527.78515625,37093.62890625,41500.875,29412210792
2022-02-05,0.41820261840309414,41501.48046875,41847.1640625,41038.09765625,41441.1640625,19652846215
2022-02-06,0.5389592429766288,41441.12109375,42500.78515625,41244.90625,42412.43359375,16142097334
2022-02-07,0.5316749657552267,42406.78125,44401.86328125,41748.15625,43840.28515625,28641855926
2022-02-08,0.5663381782562836,43854.65234375,45293.8671875,42807.8359375,44118.4453125,33079398868
2022-02-09,0.5070614087712634,44096.703125,44727.80078125,43232.96875,44338.796875,23245887300
2022-02-10,0.38342830325875965,44347.80078125,45661.171875,43402.80859375,43565.11328125,32142048537
2022-02-11,0.3678776006909865,43571.12890625,43810.83203125,42114.5390625,42407.9375,26954925781
2022-02-12,0.12611618879679087,42412.30078125,42992.55078125,41852.57421875,42244.46875,18152390304
2022-02-13,0.5443072462904042,42236.56640625,42693.0546875,41950.94140625,42197.515625,14741589015
2022-02-14,0.3402851940929026,42157.3984375,42775.77734375,41681.95703125,42586.91796875,20827783012
2022-02-15,0.3441756008422538,42586.46484375,44667.21875,42491.03515625,44575.203125,22721659051
2022-02-16,0.2321819093408464,44578.27734375,44578.27734375,43456.69140625,43961.859375,19792547657
2022-02-17,0.23978373662727634,43937.0703125,44132.97265625,40249.37109375,40538.01171875,26246662813
2022-02-18,0.1338411858305335,40552.1328125,40929.15234375,39637.6171875,40030.9765625,23310007704
2022-02-19,-0.11175617444164612,40026.0234375,40418.87890625,39713.05859375,40122.15625,13736557863
2022-02-20,-0.1415198395649592,40118.1015625,40119.890625,38112.8125,38431.37890625,18340576452
2022-02-21,0.13863490447402,38423.2109375,39394.4375,36950.4765625,37075.28125,29280402798
2022-02-22,-0.07431891766087763,37068.76953125,38359.85546875,36488.93359375,38286.02734375,25493150450
2022-02-23,0.1816513478121859,38285.28125,39122.39453125,37201.81640625,37296.5703125,21849073843
2022-02-24,-0.13690796412459208,37278.56640625,38968.83984375,34459.21875,38332.609375,46383802093
2022-02-25,0.349135082343529,38333.74609375,39630.32421875,38111.34375,39214.21875,26545599159
2022-02-26,0.5146787234715053,39213.08203125,40005.34765625,38702.53515625,39105.1484375,17467554129
2022-02-27,0.26781719346200267,39098.69921875,39778.94140625,37268.9765625,37709.78515625,23450127612
2022-02-28,0.4289902981291426,37706.0,43760.45703125,37518.21484375,43193.234375,35690014104
2022-03-01,0.6358193847093176,43194.50390625,44793.6015625,42952.5859375,44354.63671875,32479047645
2022-03-02,0.26918505628903705,44357.6171875,45077.578125,43432.8515625,43924.1171875,29183112630
2022-03-02,0.5302792015748147,44357.6171875,45077.578125,43432.8515625,43924.1171875,29183112630
2022-03-03,0.3239490640790839,43925.1953125,44021.578125,41914.75,42451.7890625,24967782593
2022-03-03,0.5012800666418942,43925.1953125,44021.578125,41914.75,42451.7890625,24967782593
2022-03-04,0.08012520796374269,42458.140625,42479.61328125,38805.84765625,39137.60546875,28516271427
2022-03-04,0.06201425114193478,42458.140625,42479.61328125,38805.84765625,39137.60546875,28516271427
2022-03-05,-0.07272665114963756,39148.44921875,39566.3359375,38777.03515625,39400.5859375,16975917450
2022-03-05,0.19295401573181153,39148.44921875,39566.3359375,38777.03515625,39400.5859375,16975917450
2022-03-06,0.15058694084485372,39404.19921875,39640.17578125,38211.6484375,38419.984375,19745229902
2022-03-06,0.5488310754299164,39404.19921875,39640.17578125,38211.6484375,38419.984375,19745229902
2022-03-07,0.14649379196075293,38429.3046875,39430.2265625,37260.203125,38062.0390625,28546143503
2022-03-07,0.029588934861951403,38429.3046875,39430.2265625,37260.203125,38062.0390625,28546143503
2022-03-08,0.3239849621866956,38059.90234375,39304.44140625,37957.38671875,38737.26953125,25776583476
2022-03-08,0.3351741560079433,38059.90234375,39304.44140625,37957.38671875,38737.26953125,25776583476
2022-03-09,0.5147575421061942,38742.81640625,42465.671875,38706.09375,41982.92578125,32284121034
2022-03-09,0.5392416827920554,38742.81640625,42465.671875,38706.09375,41982.92578125,32284121034
2022-03-10,0.36870182647059363,41974.0703125,42004.7265625,38832.94140625,39437.4609375,31078064711
2022-03-10,0.14660982003337458,41974.0703125,42004.7265625,38832.94140625,39437.4609375,31078064711
2022-03-11,0.30969576027832535,39439.96875,40081.6796875,38347.43359375,38794.97265625,26364890465
2022-03-11,0.21589343968559713,39439.96875,40081.6796875,38347.43359375,38794.97265625,26364890465
2022-03-12,0.5192066510518392,38794.46484375,39308.59765625,38772.53515625,38904.01171875,14616450657
2022-03-12,0.25424487544940066,38794.46484375,39308.59765625,38772.53515625,38904.01171875,14616450657
2022-03-13,0.45398713151613873,38884.7265625,39209.3515625,37728.14453125,37849.6640625,17300745310
2022-03-13,0.22158481587063183,38884.7265625,39209.3515625,37728.14453125,37849.6640625,17300745310
2022-03-14,0.2787574987858534,37846.31640625,39742.5,37680.734375,39666.75390625,24322159070
2022-03-14,0.308725536216137,37846.31640625,39742.5,37680.734375,39666.75390625,24322159070
2022-03-15,0.4013502321699086,39664.25,39794.62890625,38310.2109375,39338.78515625,23934000868
2022-03-15,0.29907721281051636,39664.25,39794.62890625,38310.2109375,39338.78515625,23934000868
2022-03-16,0.5311212642561822,39335.5703125,41465.453125,39022.34765625,41143.9296875,39616916192
2022-03-16,0.5544167509280056,39335.5703125,41465.453125,39022.34765625,41143.9296875,39616916192
2022-03-17,0.577876778139222,41140.84375,41287.53515625,40662.87109375,40951.37890625,22009601093
2022-03-17,0.47879596789118267,41140.84375,41287.53515625,40662.87109375,40951.37890625,22009601093
2022-03-18,0.3812909650391546,40944.83984375,42195.74609375,40302.3984375,41801.15625,34421564942
2022-03-18,0.18695545693238577,40944.83984375,42195.74609375,40302.3984375,41801.15625,34421564942
2022-03-19,0.35503308350841206,41794.6484375,42316.5546875,41602.66796875,42190.65234375,19664853187
2022-03-19,0.7180781695577834,41794.6484375,42316.5546875,41602.66796875,42190.65234375,19664853187
2022-03-20,0.008742770010774786,42191.40625,42241.1640625,41004.7578125,41247.82421875,20127946682
2022-03-20,0.6275675918744958,42191.40625,42241.1640625,41004.7578125,41247.82421875,20127946682
2022-03-21,0.32466595114013297,41246.1328125,41454.41015625,40668.04296875,41077.99609375,24615543271
2022-03-21,0.32370023890620186,41246.1328125,41454.41015625,40668.04296875,41077.99609375,24615543271
2022-03-22,0.5090133435115581,41074.10546875,43124.70703125,40948.28125,42358.80859375,32004652376
2022-03-22,0.4980647066172133,41074.10546875,43124.70703125,40948.28125,42358.80859375,32004652376
2022-03-23,0.5374161176383495,42364.37890625,42893.5078125,41877.5078125,42892.95703125,25242943069
2022-03-23,0.33195772560106385,42364.37890625,42893.5078125,41877.5078125,42892.95703125,25242943069
2022-03-24,0.5342258294212058,42886.65234375,44131.85546875,42726.1640625,43960.93359375,31042992291
2022-03-24,0.4197025334978678,42886.65234375,44131.85546875,42726.1640625,43960.93359375,31042992291
2022-03-25,0.6211336708068848,43964.546875,44999.4921875,43706.28515625,44348.73046875,30574413034
2022-03-25,0.4952029677874902,43964.546875,44999.4921875,43706.28515625,44348.73046875,30574413034
2022-03-26,0.5387205587966102,44349.859375,44735.99609375,44166.2734375,44500.828125,16950455995
2022-03-26,0.4733610440944803,44349.859375,44735.99609375,44166.2734375,44500.828125,16950455995
2022-03-27,0.6864422029919095,44505.35546875,46827.546875,44437.29296875,46820.4921875,28160889722
2022-03-27,0.6400391267878669,44505.35546875,46827.546875,44437.29296875,46820.4921875,28160889722
2022-03-28,0.5857495357913356,46821.8515625,48086.8359375,46690.203125,47128.00390625,36362175703
2022-03-28,0.623973825630152,46821.8515625,48086.8359375,46690.203125,47128.00390625,36362175703
2022-03-29,0.5936135837623665,47100.4375,48022.2890625,47100.4375,47465.73046875,31397059069
2022-03-29,0.5094093059267953,47100.4375,48022.2890625,47100.4375,47465.73046875,31397059069
2022-03-30,0.41061354648899023,47456.8984375,47655.1484375,46746.2109375,47062.6640625,29333883962
2022-03-30,0.46669318768340096,47456.8984375,47655.1484375,46746.2109375,47062.6640625,29333883962
2022-03-31,0.3251193549535046,47062.1484375,47512.02734375,45390.5390625,45538.67578125,33327427106
2022-03-31,0.4161804233278547,47062.1484375,47512.02734375,45390.5390625,45538.67578125,33327427106
2022-04-01,0.2114295171031469,45554.1640625,46616.2421875,44403.140625,46281.64453125,38162644287
2022-04-01,0.28773633122444153,45554.1640625,46616.2421875,44403.140625,46281.64453125,38162644287
2022-04-02,0.37044826876826403,46285.5,47028.28125,45782.51171875,45868.94921875,29336594194
2022-04-02,0.38074166063339476,46285.5,47028.28125,45782.51171875,45868.94921875,29336594194
2022-04-03,0.21951222668091455,45859.12890625,47313.4765625,45634.10546875,46453.56640625,25414397610
2022-04-03,0.5101130604743958,45859.12890625,47313.4765625,45634.10546875,46453.56640625,25414397610
2022-04-04,0.4300675568757234,46445.2734375,46791.08984375,45235.81640625,46622.67578125,32499785455
2022-04-04,0.4401790419140378,46445.2734375,46791.08984375,45235.81640625,46622.67578125,32499785455
2022-04-05,0.5756186261923626,46624.5078125,47106.140625,45544.80859375,45555.9921875,29640604055
2022-04-05,0.6162549257278442,46624.5078125,47106.140625,45544.80859375,45555.9921875,29640604055
2022-04-06,0.28744899246979644,45544.35546875,45544.35546875,43193.953125,43206.73828125,39393395788
2022-04-06,0.28063700144941156,45544.35546875,45544.35546875,43193.953125,43206.73828125,39393395788
2022-04-07,0.4511010910073916,43207.5,43860.69921875,42899.90625,43503.84765625,26101973106
2022-04-07,0.42459912197343236,43207.5,43860.69921875,42899.90625,43503.84765625,26101973106
2022-04-08,0.3737295803270842,43505.13671875,43903.01953125,42183.2890625,42287.6640625,27215995394
2022-04-08,0.41677927294521466,43505.13671875,43903.01953125,42183.2890625,42287.6640625,27215995394
2022-04-09,0.3623021143548032,42282.078125,42786.81640625,42183.25390625,42782.13671875,16050772496
2022-04-09,0.3383298361742938,42282.078125,42786.81640625,42183.25390625,42782.13671875,16050772496
2022-04-10,0.559242844581604,42781.08984375,43376.37890625,42021.20703125,42207.671875,17654475582
2022-04-10,0.21932499219731585,42781.08984375,43376.37890625,42021.20703125,42207.671875,17654475582
2022-04-11,-0.05815585065133793,42201.0390625,42424.58984375,39373.05859375,39521.90234375,33949912166
2022-04-11,0.08361431535171426,42201.0390625,42424.58984375,39373.05859375,39521.90234375,33949912166
2022-04-12,0.27036181688308714,39533.71484375,40617.5859375,39388.328125,40127.18359375,30991500854
2022-04-12,-0.0659139414091368,39533.71484375,40617.5859375,39388.328125,40127.18359375,30991500854
2022-04-13,0.41570608504116535,40123.5703125,41430.0546875,39712.74609375,41166.73046875,27691105228
2022-04-13,0.1662690398238954,40123.5703125,41430.0546875,39712.74609375,41166.73046875,27691105228
2022-04-14,0.44695042597280965,41160.21875,41451.48046875,39695.74609375,39935.515625,24342001973
2022-04-14,0.3894427989063592,41160.21875,41451.48046875,39695.74609375,39935.515625,24342001973
2022-04-15,-0.10622243619546658,39939.40234375,40617.72265625,39866.83203125,40553.46484375,21756855753
2022-04-15,0.3838492407087694,39939.40234375,40617.72265625,39866.83203125,40553.46484375,21756855753
2022-04-16,0.7241796877073206,40552.31640625,40633.6796875,40078.42578125,40424.484375,16833150693
2022-04-16,0.3865922372788191,40552.31640625,40633.6796875,40078.42578125,40424.484375,16833150693
2022-04-17,0.20823882912334643,40417.77734375,40570.7265625,39620.89453125,39716.953125,19087633042
2022-04-17,-0.1539834626019001,40417.77734375,40570.7265625,39620.89453125,39716.953125,19087633042
2022-04-18,-0.2037938201831559,39721.203125,40986.3203125,38696.19140625,40826.21484375,33705182072
2022-04-18,0.18079926073551175,39721.203125,40986.3203125,38696.19140625,40826.21484375,33705182072
2022-04-19,0.4469214127344244,40828.17578125,41672.9609375,40618.6328125,41502.75,25303206547
2022-04-20,0.309006817437507,41501.74609375,42126.30078125,40961.09765625,41374.37890625,27819532341
2022-04-21,0.3397784993219911,41371.515625,42893.58203125,40063.828125,40527.36328125,35372786395
2022-04-22,0.26056410183851747,40525.86328125,40777.7578125,39315.41796875,39740.3203125,28011716745
2022-04-23,0.07933301887204569,39738.72265625,39935.859375,39352.203125,39486.73046875,16138021249
2022-04-24,0.3852174092422832,39478.375,39845.92578125,39233.5390625,39469.29296875,17964398167
2022-04-25,0.22962127695249954,39472.60546875,40491.75390625,38338.37890625,40458.30859375,35445730570
2022-04-26,0.45247001902571005,40448.421875,40713.890625,37884.984375,38117.4609375,34569088416
2022-04-27,0.3350068734337886,38120.30078125,39397.91796875,37997.3125,39241.12109375,30981015184
2022-04-28,0.4010657765742006,39241.4296875,40269.46484375,38941.421875,39773.828125,33903704907
2022-04-29,0.22335057168067252,39768.6171875,39887.26953125,38235.53515625,38609.82421875,30882994649
2022-04-30,0.5921913812289367,38605.859375,38771.2109375,37697.94140625,37714.875,23895713731
2022-05-01,0.13924000886353577,37713.265625,38627.859375,37585.7890625,38469.09375,27002760110
2022-05-02,0.4059165223013787,38472.1875,39074.97265625,38156.5625,38529.328125,32922642426
2022-05-03,0.36463275972085124,38528.109375,38629.99609375,37585.62109375,37750.453125,27326943244
2022-05-04,0.3407212396462758,37748.01171875,39902.94921875,37732.05859375,39698.37109375,36754404490
2022-05-05,0.1897831222525349,39695.74609375,39789.28125,35856.515625,36575.140625,43106256317
2022-05-06,0.026021735963001048,36573.18359375,36624.359375,35482.1328125,36040.921875,37795577489
2022-05-07,0.17033679684003195,36042.50390625,36129.92578125,34940.82421875,35501.953125,24375896406
2022-05-08,-0.3142261328175664,35502.94140625,35502.94140625,33878.96484375,34059.265625,36763041910
2022-05-09,-0.175263085679428,34060.015625,34222.07421875,30296.953125,30296.953125,63355494961
2022-05-10,-0.03727737090883465,30273.654296875,32596.30859375,29944.802734375,31022.90625,59811038817
2022-05-11,-0.0874423876885445,31016.18359375,32013.40234375,28170.4140625,28936.35546875,70388855818
2022-05-12,-0.10977820150411813,28936.734375,30032.439453125,26350.490234375,29047.751953125,66989173272
2022-05-13,0.12596940043124746,29030.91015625,30924.802734375,28782.330078125,29283.103515625,42841124537
2022-05-14,0.11566143937227202,29285.642578125,30192.802734375,28702.91015625,30101.265625,28579868620
2022-05-15,0.07278483532942256,30098.5859375,31308.19140625,29527.740234375,31305.11328125,25835372065
2022-05-16,0.07760230700174967,31304.375,31305.341796875,29251.884765625,29862.91796875,32613897286
2022-05-17,0.3199137009002946,29862.408203125,30694.490234375,29570.302734375,30425.857421875,29101473475
2022-05-18,0.15979501879528946,30424.478515625,30618.716796875,28720.271484375,28720.271484375,31285268319
2022-05-19,-0.03275217228038338,28720.359375,30430.751953125,28708.955078125,30314.333984375,33773447707
2022-05-20,0.1818652245733473,30311.119140625,30664.9765625,28793.60546875,29200.740234375,30749382605
2022-05-21,0.0851219812264809,29199.859375,29588.869140625,29027.39453125,29432.2265625,17274840442
2022-05-22,0.10258422153336662,29432.47265625,30425.861328125,29275.18359375,30323.72265625,21631532270
2022-05-23,0.26929155747655414,30309.396484375,30590.5859375,28975.560546875,29098.91015625,31483454557
2022-05-24,0.2929323472686716,29101.125,29774.35546875,28786.58984375,29655.5859375,26616506245
2022-05-25,0.3851614271601041,29653.134765625,30157.78515625,29384.94921875,29562.361328125,27525063551
2022-05-26,0.20206218745027268,29564.77734375,29834.16015625,28261.90625,29267.224609375,36774325352
2022-05-27,0.21811629272997377,29251.140625,29346.943359375,28326.61328125,28627.57421875,36582005748
2022-05-28,0.1470443463843802,28622.625,28814.900390625,28554.56640625,28814.900390625,35519577634
2022-05-29,0.1927776955641233,29019.8671875,29498.009765625,28841.107421875,29445.95703125,18093886409
2022-05-30,0.29592096737839957,29443.365234375,31949.630859375,29303.572265625,31726.390625,39277993274
2022-05-31,0.3443183755572838,31723.865234375,32249.86328125,31286.154296875,31792.310546875,33538210634
2022-06-01,0.24182679846480087,31792.5546875,31957.28515625,29501.587890625,29799.080078125,41135817341
2022-06-02,0.19695500796099744,29794.890625,30604.734375,29652.705078125,30467.48828125,29083562061
2022-06-03,0.16267343083532843,30467.806640625,30633.03515625,29375.689453125,29704.390625,26175547452
2022-06-04,0.12948160724980487,29706.138671875,29930.564453125,29500.005859375,29832.9140625,16588370958
2022-06-05,0.23141963326412698,29835.1171875,30117.744140625,29574.44921875,29906.662109375,17264085441
2022-06-06,0.45847834763901957,29910.283203125,31693.291015625,29894.1875,31370.671875,31947336829
2022-06-07,0.23803537707884334,31371.7421875,31489.68359375,29311.68359375,31155.478515625,40770974039
2022-06-08,0.29651316066822375,31151.48046875,31253.69140625,29944.404296875,30214.35546875,30242059107
2022-06-09,0.28371111035346985,30215.279296875,30609.310546875,30020.265625,30111.998046875,21692004719
2022-06-10,0.12840370657412628,30110.330078125,30245.80859375,28978.146484375,29083.8046875,29867476527
2022-06-11,0.2802060263998368,29084.666015625,29401.916015625,28236.212890625,28360.810546875,27246574439
2022-06-12,0.12809629638989767,28373.513671875,28502.685546875,26762.6484375,26762.6484375,34163220274
2022-06-13,-0.3252959929818484,26737.578125,26795.58984375,22141.2578125,22487.388671875,68204556440
2022-06-14,-0.12589339544606765,22487.986328125,23018.951171875,20950.818359375,22206.79296875,50913575242
2022-06-15,-0.047679537918135444,22196.73046875,22642.671875,20178.376953125,22572.83984375,54912007015
2022-06-16,-0.101771197937153,22576.3046875,22868.921875,20265.2265625,20381.650390625,31183975654
2022-06-18,-0.48653395821650824,20473.42578125,20736.041015625,17708.623046875,19017.642578125,42009436760
2022-06-19,0.002274916403823432,19010.90234375,20683.822265625,18067.15234375,20553.271484375,35329942625
2022-06-20,-0.09705576378029664,20553.37109375,20913.322265625,19689.169921875,20599.537109375,30818458597
2022-06-21,0.42346568093743436,20594.294921875,21620.62890625,20415.0625,20710.59765625,28970212744
2022-06-22,0.07867018818855283,20719.4140625,20835.75,19848.078125,19987.029296875,28574793478
2022-06-23,0.2246996636471052,19986.607421875,21135.76171875,19950.1171875,21085.876953125,26188097173
2022-06-24,0.2828480824828148,21084.6484375,21472.91796875,20777.51171875,21231.65625,24957784918
2022-06-25,0.08893374150449578,21233.609375,21520.9140625,20964.5859375,21502.337890625,18372538715
2022-06-26,0.3690051938358106,21496.494140625,21783.724609375,21016.26953125,21027.294921875,18027170497
2022-06-27,0.07263758853077887,21028.23828125,21478.08984375,20620.19921875,20735.478515625,20965695707
2022-06-28,0.14518348319189886,20731.544921875,21164.423828125,20228.8125,20280.634765625,21381535161
2022-06-29,0.013285865696767965,20281.169921875,20364.15625,19937.791015625,20104.0234375,23552740328
2022-06-30,-0.1437175891796748,20108.3125,20141.16015625,18729.65625,19784.7265625,26267239923
2022-07-01,-0.03292042073749361,19820.470703125,20632.671875,19073.708984375,19269.3671875,30767551159
2022-07-02,-0.08067292187895096,19274.8359375,19371.748046875,19027.08203125,19242.255859375,18100418740
2022-07-03,0.4692095730985914,19242.095703125,19558.26953125,18966.951171875,19297.076171875,16390821947
2022-07-04,0.011131148678915822,19297.314453125,20258.748046875,19063.06640625,20231.26171875,21594638208
2022-07-05,0.08644986288114026,20225.353515625,20635.466796875,19341.232421875,20190.115234375,26715546990
2022-07-06,0.1998210387064679,20194.619140625,20595.529296875,19823.51171875,20548.24609375,24598943708
2022-07-07,0.38828754441981966,20547.814453125,21771.81640625,20296.103515625,21637.587890625,25814972520
2022-07-08,0.29027989762169976,21637.154296875,22314.94140625,21257.453125,21731.1171875,49899834488
2022-07-09,0.6222721040248871,21716.828125,21877.138671875,21445.95703125,21592.20703125,29641127858
2022-07-10,0.4629759275250965,21591.080078125,21591.080078125,20727.123046875,20860.44921875,28688807249
2022-07-11,0.08975954767730498,20856.353515625,20856.353515625,19924.5390625,19970.556640625,24150249025
2022-07-12,0.1651862527503342,19970.474609375,20043.4453125,19308.53125,19323.9140625,25810220018
2022-07-13,0.16579064533307955,19325.97265625,20223.052734375,18999.953125,20212.07421875,33042430345
2022-07-14,0.3153192518573058,20211.466796875,20789.89453125,19689.2578125,20569.919921875,31158743333
2022-07-15,0.3947589468788093,20573.15625,21138.244140625,20397.0,20836.328125,25905575359
2022-07-16,0.3380533655484517,20834.103515625,21514.404296875,20518.8984375,21190.31640625,24302954056
2022-07-17,0.4249120885911195,21195.041015625,21600.640625,20778.1796875,20779.34375,22927802083
2022-07-18,0.29886685127622625,20781.912109375,22633.033203125,20781.912109375,22485.689453125,39974475562
